0,0,10,0.04,1
0,1,6,0.04,1
0,2,52,0.04,1
0,3,62,0.04,1
0,4,0,0.04,1
0,5,0,0.04,1
0,6,0,0.04,1
0,7,2,0.04,1
0,8,64,0.04,1
0,9,64,0.04,1
0,10,59,0.04,1
0,11,15,0.04,1
0,12,2,0.04,1
0,13,1,0.04,1
0,14,1,0.04,1
0,15,24,0.04,1
0,16,2,0.04,1
0,17,15,0.04,1
0,18,62,0.04,1
0,19,67,0.04,1
0,20,28,0.04,1
0,21,11,0.04,1
0,22,1,0.04,1
0,23,8,0.04,1
0,24,8,0.04,1
0,25,41,0.04,1
0,26,47,0.04,1
0,27,16,0.04,1
0,28,11,0.04,1
0,29,1,0.04,1
0,30,0,0.04,1
0,31,0,0.04,1
0,32,39,0.04,1
0,33,17,0.04,1
0,34,41,0.04,1
0,35,28,0.04,1
0,36,8,0.04,1
0,37,25,0.04,1
0,38,19,0.04,1
0,39,20,0.04,1
0,40,101,0.04,1
0,41,124,0.04,1
0,42,120,0.04,1
0,43,27,0.04,1
0,44,0,0.04,1
0,45,0,0.04,1
0,46,2,0.04,1
0,47,17,0.04,1
0,48,9,0.04,1
0,49,40,0.04,1
0,50,124,0.04,1
0,51,124,0.04,1
0,52,37,0.04,1
0,53,12,0.04,1
0,54,4,0.04,1
0,55,5,0.04,1
0,56,32,0.04,1
0,57,22,0.04,1
0,58,63,0.04,1
0,59,67,0.04,1
0,60,98,0.04,1
0,61,7,0.04,1
0,62,0,0.04,1
0,63,19,0.04,1
0,64,123,0.04,1
0,65,4,0.04,1
0,66,0,0.04,1
0,67,4,0.04,1
0,68,5,0.04,1
0,69,33,0.04,1
0,70,10,0.04,1
0,71,40,0.04,1
0,72,124,0.04,1
0,73,25,0.04,1
0,74,0,0.04,1
0,75,0,0.04,1
0,76,0,0.04,1
0,77,4,0.04,1
0,78,48,0.04,1
0,79,107,0.04,1
0,80,6,0.04,1
0,81,1,0.04,1
0,82,8,0.04,1
0,83,14,0.04,1
0,84,46,0.04,1
0,85,124,0.04,1
0,86,120,0.04,1
0,87,23,0.04,1
0,88,9,0.04,1
0,89,0,0.04,1
0,90,0,0.04,1
0,91,15,0.04,1
0,92,124,0.04,1
0,93,64,0.04,1
0,94,10,0.04,1
0,95,12,0.04,1
0,96,59,0.04,1
0,97,0,0.04,1
0,98,0,0.04,1
0,99,9,0.04,1
0,100,12,0.04,1
0,101,2,0.04,1
0,102,0,0.04,1
0,103,27,0.04,1
0,104,82,0.04,1
0,105,0,0.04,1
0,106,0,0.04,1
0,107,0,0.04,1
0,108,0,0.04,1
0,109,5,0.04,1
0,110,34,0.04,1
0,111,80,0.04,1
0,112,0,0.04,1
0,113,0,0.04,1
0,114,0,0.04,1
0,115,3,0.04,1
0,116,21,0.04,1
0,117,48,0.04,1
0,118,38,0.04,1
0,119,11,0.04,1
0,120,0,0.04,1
0,121,0,0.04,1
0,122,2,0.04,1
0,123,19,0.04,1
0,124,21,0.04,1
0,125,15,0.04,1
0,126,4,0.04,1
0,127,0,0.04,1
1,0,16,0.04,1
1,1,50,0.04,1
1,2,12,0.04,1
1,3,0,0.04,1
1,4,1,0.04,1
1,5,42,0.04,1
1,6,25,0.04,1
1,7,24,0.04,1
1,8,13,0.04,1
1,9,103,0.04,1
1,10,100,0.04,1
1,11,16,0.04,1
1,12,7,0.04,1
1,13,42,0.04,1
1,14,2,0.04,1
1,15,1,0.04,1
1,16,4,0.04,1
1,17,32,0.04,1
1,18,75,0.04,1
1,19,61,0.04,1
1,20,1,0.04,1
1,21,0,0.04,1
1,22,0,0.04,1
1,23,0,0.04,1
1,24,2,0.04,1
1,25,5,0.04,1
1,26,18,0.04,1
1,27,11,0.04,1
1,28,7,0.04,1
1,29,2,0.04,1
1,30,0,0.04,1
1,31,0,0.04,1
1,32,120,0.04,1
1,33,36,0.04,1
1,34,11,0.04,1
1,35,1,0.04,1
1,36,0,0.04,1
1,37,4,0.04,1
1,38,16,0.04,1
1,39,70,0.04,1
1,40,127,0.04,1
1,41,87,0.04,1
1,42,53,0.04,1
1,43,30,0.04,1
